"county","state","mean_household_income","pctile","race","deaths","population","crude_rate"
"Larue","KY",52749,25,"White",20,2835,705.467372134039
"LaSalle","IL",64466,64,"Black or African American",12,821,1461.63215590743
"LaSalle","IL",64466,64,"White",142,22206,639.466810771863
"Lassen","CA",64764,65,"White",29,4859,596.8306235851
"Latah","ID",55827,34,"White",43,7345,585.432266848196
"Latimer","OK",55512,33,"White",11,1328,828.313253012048
"Lauderdale","AL",58664,44,"White",93,15130,614.672835426305
"Lauderdale","AL",58664,44,"Black or African American",33,2379,1387.13745271122
"Lauderdale","MS",54554,30,"Black or African American",150,9802,1530.299938788
"Lauderdale","MS",54554,30,"White",65,9748,666.803446860895
"Lauderdale","TN",44213,5,"White",35,3675,952.380952380953
"Lauderdale","TN",44213,5,"Black or African American",51,2622,1945.08009153318
"Laurel","KY",48858,13,"White",103,13463,765.059793508133
"Laurens","GA",50750,19,"Black or African American",65,5003,1299.22046771937
"Laurens","GA",50750,19,"White",40,6690,597.907324364724
"Laurens","SC",51440,21,"Black or African American",65,4748,1368.99747262005
"Laurens","SC",51440,21,"White",83,10422,796.392247169449
"Lavaca","TX",69574,76,"White",20,3655,547.19562243502
"Lawrence","AL",53977,29,"White",43,6078,707.469562356038
"Lawrence","AR",44204,5,"White",28,3602,777.345918933926
"Lawrence","IL",54271,30,"White",22,3093,711.283543485289
"Lawrence","IN",57374,39,"White",71,9460,750.528541226216
"Lawrence","KY",46418,9,"White",26,3753,692.779110045297
"Lawrence","MO",51531,21,"White",66,8877,743.494423791822
"Lawrence","MS",52486,24,"White",18,2104,855.513307984791
"Lawrence","MS",52486,24,"Black or African American",20,1092,1831.50183150183
"Lawrence","OH",56062,35,"White",124,12651,980.159671172239
"Lawrence","PA",61244,53,"Black or African American",16,1613,991.940483570986
"Lawrence","PA",61244,53,"White",127,15605,813.84171739827
"Lawrence","SD",61440,53,"White",27,4004,674.325674325674
"Lawrence","TN",51384,20,"White",65,9693,670.587021561952
"Lea","NM",73260,82,"White",118,18021,654.791631984907
"Leake","MS",48963,14,"Black or African American",29,2359,1229.33446375583
"Leake","MS",48963,14,"White",26,2813,924.280127977249
"Leavenworth","KS",79283,89,"White",74,14753,501.592896360062
"Leavenworth","KS",79283,89,"Black or African American",23,1820,1263.73626373626
"Lebanon","PA",68677,74,"White",162,27071,598.426360311773
"Lebanon","PA",68677,74,"Black or African American",13,1321,984.102952308857
"Lee","AL",63459,60,"Black or African American",103,8234,1250.91085742045
"Lee","AL",63459,60,"White",105,20182,520.265583192944
"Lee","AR",38354,2,"Black or African American",16,1465,1092.15017064846
"Lee","FL",70904,79,"White",455,91622,496.605618737858
"Lee","FL",70904,79,"Black or African American",231,17596,1312.79836326438
"Lee","GA",80510,91,"Black or African American",18,1224,1470.58823529412
"Lee","GA",80510,91,"White",28,4832,579.470198675497
"Lee","IA",55425,33,"White",42,7225,581.314878892734
"Lee","IL",68717,74,"White",29,6607,438.928409262903
"Lee","KY",32966,1,"White",12,1359,883.002207505519
"Lee","MS",58122,42,"White",90,13902,647.388864911524
"Lee","MS",58122,42,"Black or African American",124,7049,1759.11476805221
"Lee","NC",58622,44,"White",79,10543,749.312339941193
"Lee","NC",58622,44,"Black or African American",39,3474,1122.62521588946
"Lee","SC",42260,3,"Black or African American",41,3087,1328.15030774214
"Lee","TX",68407,74,"White",17,3320,512.048192771084
"Lee","VA",44287,5,"White",36,4393,819.485545185522
"Leelanau","MI",85372,93,"White",16,2777,576.161325171048
"Leflore","MS",40030,2,"White",20,1965,1017.81170483461
"Leflore","MS",40030,2,"Black or African American",107,7362,1453.40939961967
"Lehigh","PA",76292,86,"Black or African American",99,10426,949.549203913294
"Lehigh","PA",76292,86,"White",404,57984,696.743929359823
"Lenawee","MI",62041,56,"White",133,19586,679.056468906362
"Lenoir","NC",51102,20,"Black or African American",93,6047,1537.95270382008
"Lenoir","NC",51102,20,"White",47,6829,688.241323766291
"Leon","FL",67602,72,"Black or African American",303,22167,1366.89673839491
"Leon","FL",67602,72,"White",169,28491,593.169772910744
"Leon","TX",67687,72,"White",16,3318,482.218203737191
"Leslie","KY",37401,1,"White",27,2531,1066.77202686685
"Letcher","KY",40445,2,"White",28,5298,528.501321253303
"Levy","FL",47711,11,"White",45,6791,662.641731703725
"Levy","FL",47711,11,"Black or African American",13,1136,1144.3661971831
"Lewis","KY",44109,5,"White",21,2969,707.308858201415
"Lewis","MO",53345,27,"White",13,2108,616.698292220114
"Lewis","NY",63802,62,"White",37,6029,613.700447835462
"Lewis","TN",49494,15,"White",16,2347,681.721346399659
"Lewis","WA",57178,39,"White",88,14887,591.119768925908
"Lewis","WV",50840,19,"White",38,3401,1117.31843575419
"Lexington","SC",70946,79,"Black or African American",125,11056,1130.60781476122
"Lexington","SC",70946,79,"White",247,45348,544.676722236923
"Liberty","GA",53114,26,"White",95,13182,720.679714762555
"Liberty","GA",53114,26,"Black or African American",134,10678,1254.91665105825
"Liberty","TX",64448,64,"White",117,16862,693.86786858024
"Liberty","TX",64448,64,"Black or African American",24,1828,1312.91028446389
"Licking","OH",72360,81,"White",238,34157,696.782504318295
"Licking","OH",72360,81,"Black or African American",19,1878,1011.71458998935
"Limestone","AL",68858,75,"White",93,14847,626.389169529198
"Limestone","AL",68858,75,"Black or African American",21,2166,969.529085872576
"Limestone","TX",54332,30,"Black or African American",11,1209,909.842845326716
"Limestone","TX",54332,30,"White",19,4253,446.743475193981
"Lincoln","AR",47405,10,"White",14,1932,724.63768115942
"Lincoln","KY",46645,9,"White",38,5811,653.932197556359
"Lincoln","ME",67441,71,"White",25,5127,487.614589428516
"Lincoln","MO",64045,63,"White",72,12033,598.354525056096
"Lincoln","MS",50801,19,"White",41,5540,740.072202166065
"Lincoln","MS",50801,19,"Black or African American",37,2811,1316.25755958734
"Lincoln","MT",48860,13,"White",22,3253,676.298801106671
"Lincoln","NC",67114,70,"Black or African American",26,1091,2383.13473877177
"Lincoln","NC",67114,70,"White",73,14096,517.877412031782
"Lincoln","NE",64737,65,"White",48,8047,596.495588418044
"Lincoln","NM",56691,37,"White",20,3183,628.338045868677
"Lincoln","OK",60967,52,"White",51,6462,789.229340761374
"Lincoln","OR",54749,31,"White",44,7392,595.238095238095
"Lincoln","SD",100503,98,"White",62,11861,522.721524323413
"Lincoln","TN",54236,29,"White",49,6067,807.647931432339
"Lincoln","TN",54236,29,"Black or African American",11,691,1591.89580318379
"Lincoln","WA",59995,49,"White",12,1806,664.451827242525
"Lincoln","WI",62293,56,"White",33,5347,617.168505704133
"Lincoln","WV",47564,10,"White",49,4774,1026.39296187683
"Lincoln","WY",78413,89,"White",21,4253,493.769104161768
"Linn","IA",77206,88,"Black or African American",45,4459,1009.19488674591
"Linn","IA",77206,88,"White",211,43889,480.758276561325
"Linn","KS",62873,58,"White",13,1889,688.194812069878
"Linn","MO",49970,16,"White",14,2735,511.882998171846
"Linn","OR",58779,45,"White",143,24560,582.247557003257
"Litchfield","CT",95078,96,"White",129,29176,442.144228132712
"Livingston","IL",68089,73,"White",65,7476,869.448903156768
"Livingston","KY",57300,39,"White",12,1890,634.920634920635
"Livingston","MI",92442,96,"White",166,33253,499.203079421406
"Livingston","MO",58921,45,"White",21,2869,731.96235622168
"Livingston","NY",64017,62,"White",45,10733,419.26767912047
"Llano","TX",75669,86,"White",16,2702,592.153960029608
"Logan","AR",50807,19,"White",33,4680,705.128205128205
"Logan","CO",56476,36,"White",24,3987,601.956358164033
"Logan","IL",64033,62,"White",45,5384,835.809806835067
"Logan","KY",49973,16,"White",35,5763,607.322575047718
"Logan","OH",63112,59,"White",78,9900,787.878787878788
"Logan","OK",76070,86,"White",46,7317,628.672953396201
"Logan","OK",76070,86,"Black or African American",10,739,1353.1799729364
"Logan","WV",51406,20,"White",60,7414,809.279741030483
"Long","GA",56517,36,"White",17,3261,521.3124808341
"Long","GA",56517,36,"Black or African American",15,1114,1346.49910233393
"Lonoke","AR",65129,66,"Black or African American",18,1160,1551.72413793103
"Lonoke","AR",65129,66,"White",97,14110,687.455705173636
"Lorain","OH",69522,76,"White",316,52222,605.108957910459
"Lorain","OH",69522,76,"Black or African American",117,10158,1151.80153573538
"Loudon","TN",70832,79,"White",52,8722,596.193533593213
"Loudoun","VA",146719,100,"Black or African American",61,6205,983.078162771958
"Loudoun","VA",146719,100,"White",255,63760,399.937264742785
"Louisa","IA",65144,66,"White",12,2490,481.927710843374
"Louisa","VA",72523,81,"White",23,5335,431.115276476101
"Louisa","VA",72523,81,"Black or African American",13,1116,1164.87455197133
"Love","OK",57447,40,"White",16,1815,881.542699724518
"Lowndes","AL",44716,6,"Black or African American",27,2336,1155.82191780822
"Lowndes","GA",55292,33,"Black or African American",225,11635,1933.82036957456
"Lowndes","GA",55292,33,"White",122,15630,780.550223928343
"Lowndes","MS",55402,33,"White",44,7645,575.539568345324
"Lowndes","MS",55402,33,"Black or African American",105,7388,1421.22360584732
"Lubbock","TX",65932,68,"Black or African American",70,8078,866.551126516464
"Lubbock","TX",65932,68,"White",337,60153,560.238059614649
"Lucas","IA",62520,57,"White",13,1875,693.333333333333
"Lucas","OH",61500,53,"Black or African American",390,29379,1327.4788113959
"Lucas","OH",61500,53,"White",512,74548,686.805816386758
"Luce","MI",47917,12,"White",11,911,1207.46432491767
"Lumpkin","GA",56295,36,"White",17,5711,297.671160917528
"Luna","NM",39758,2,"White",35,6755,518.134715025907
"Lunenburg","VA",48152,12,"Black or African American",12,816,1470.58823529412
"Luzerne","PA",62006,55,"Black or African American",58,4333,1338.56450496192
"Luzerne","PA",62006,55,"White",319,50969,625.870627244011
"Lycoming","PA",61130,52,"Black or African American",35,2270,1541.85022026432
"Lycoming","PA",61130,52,"White",127,20588,616.864192733631
"Lyon","IA",73094,82,"White",10,2945,339.55857385399
"Lyon","KS",56527,36,"White",45,7722,582.750582750583
"Lyon","MN",71029,79,"White",31,5606,552.978951123796
"Lyon","NV",59421,47,"White",54,9285,581.583198707593
"Mackinac","MI",53856,28,"White",10,1245,803.212851405622
"Macomb","MI",71211,80,"Black or African American",246,20004,1229.75404919016
"Macomb","MI",71211,80,"White",770,145756,528.280139411071
"Macon","AL",44473,5,"Black or African American",51,3368,1514.25178147268
"Macon","GA",37891,1,"Black or African American",22,1834,1199.56379498364
"Macon","IL",63770,62,"Black or African American",111,7238,1533.57281016855
"Macon","IL",63770,62,"White",126,17439,722.518493032857
"Macon","MO",47782,11,"White",18,3169,568.002524455664
"Macon","NC",56298,36,"White",47,5683,827.027978180538
"Macon","TN",49421,15,"White",35,5436,643.855776306107
"Macoupin","IL",64777,65,"White",64,9155,699.071545603495
"Madera","CA",62305,56,"White",218,37524,580.961517961838
"Madison","AL",81399,91,"White",297,47522,624.973696393249
"Madison","AL",81399,91,"Black or African American",278,20637,1347.09502350148
"Madison","AR",56744,37,"White",28,3377,829.138288421676
"Madison","FL",43003,4,"Black or African American",28,1941,1442.55538382277
"Madison","FL",43003,4,"White",14,2173,644.270593649333
"Madison","GA",57563,40,"White",32,5600,571.428571428571
"Madison","IA",73633,83,"White",18,3421,526.161940952938
"Madison","ID",50581,18,"White",69,15351,449.482118428767
"Madison","IL",70956,79,"White",256,48771,524.902093457177
"Madison","IL",70956,79,"Black or African American",124,7476,1658.64098448368
"Madison","IN",56576,37,"Black or African American",44,3175,1385.82677165354
"Madison","IN",56576,37,"White",176,25113,700.832238282961
"Madison","KY",57635,40,"White",83,16482,503.579662662298
"Madison","MO",46939,9,"White",19,2567,740.16361511492
"Madison","MS",93672,96,"White",52,12416,418.814432989691
"Madison","MS",93672,96,"Black or African American",136,9856,1379.87012987013
"Madison","NC",53919,29,"White",23,3540,649.717514124294
"Madison","NE",59803,48,"White",52,8819,589.636013153419
"Madison","NY",70745,79,"White",67,12421,539.40906529265
"Madison","OH",74065,84,"White",66,8137,811.109745606489
"Madison","TN",60076,49,"Black or African American",158,10098,1564.66627054862
"Madison","TN",60076,49,"White",93,13183,705.453993779868
"Madison","TX",58113,42,"White",13,2232,582.437275985663
"Magoffin","KY",39203,2,"White",20,3070,651.465798045603
"Mahaska","IA",62609,58,"White",31,4986,621.740874448456
"Mahoning","OH",57417,40,"Black or African American",191,12717,1501.92655500511
"Mahoning","OH",57417,40,"White",230,33325,690.172543135784
"Major","OK",70006,77,"White",18,1706,1055.09964830012
"Malheur","OR",49103,14,"White",49,7989,613.343347102266
"Manatee","FL",71211,80,"Black or African American",137,10994,1246.13425504821
"Manatee","FL",71211,80,"White",307,50442,608.619800959518
"Manistee","MI",55020,32,"White",24,3669,654.129190515127
"Manitowoc","WI",62128,56,"White",104,13915,747.394897592526
"Marathon","WI",70802,79,"White",137,24623,556.390366730293
"Marengo","AL",46155,8,"Black or African American",40,2530,1581.02766798419
"Marengo","AL",46155,8,"White",17,2049,829.673011224988
"Maricopa","AZ",77004,87,"Black or African American",813,73697,1103.16566481675
"Maricopa","AZ",77004,87,"White",5121,843485,607.12401524627
"Marin","CA",154618,100,"Black or African American",12,1383,867.67895878525
"Marin","CA",154618,100,"White",127,42246,300.620177058183
"Marinette","WI",55553,33,"White",42,6918,607.111882046834
"Marion","AL",49808,16,"White",56,5813,963.357990710476
"Marion","AR",43544,4,"White",24,2595,924.85549132948
"Marion","FL",53620,28,"White",326,44935,725.492377879159
"Marion","FL",53620,28,"Black or African American",180,12652,1422.69996838445
"Marion","GA",45300,7,"Black or African American",12,652,1840.49079754601
"Marion","IA",67848,72,"White",34,7058,481.722867667895
"Marion","IL",55664,34,"White",39,8424,462.962962962963
"Marion","IL",55664,34,"Black or African American",13,908,1431.71806167401
"Marion","IN",61388,53,"Black or African American",1139,79262,1437.0063838914
"Marion","IN",61388,53,"White",1253,165495,757.122571678903
"Marion","KS",59338,47,"White",22,2236,983.899821109123
"Marion","KY",52488,24,"White",19,4180,454.545454545455
"Marion","MO",55590,34,"White",43,6023,713.929935248215
"Marion","MS",51064,20,"White",34,4131,823.045267489712
"Marion","MS",51064,20,"Black or African American",39,2481,1571.94679564692
"Marion","OH",55671,34,"White",87,13107,663.767452506294
"Marion","OR",63871,62,"White",440,73457,598.989885238983
"Marion","OR",63871,62,"Black or African American",13,1818,715.071507150715
"Marion","SC",45403,7,"White",24,2822,850.460666194188
"Marion","SC",45403,7,"Black or African American",91,5427,1676.80117928874
"Marion","TN",54265,30,"White",39,5612,694.939415538133
"Marion","TX",51478,21,"White",10,1355,738.007380073801
"Marion","WV",59437,47,"White",69,10533,655.084021646255
"Mariposa","CA",64433,64,"White",15,2494,601.443464314354
"Marlboro","SC",42352,3,"White",24,2137,1123.06972391203
"Marlboro","SC",42352,3,"Black or African American",47,3586,1310.6525376464
"Marquette","MI",59422,47,"White",49,10897,449.665045425346
"Marquette","WI",58677,44,"White",18,2777,648.181490817429
"Marshall","AL",56599,37,"White",201,21467,936.320864582848
"Marshall","IA",64768,65,"White",32,9069,352.85036939023
"Marshall","IL",67129,70,"White",14,2247,623.052959501558
"Marshall","IN",62109,56,"White",59,11108,531.14872164206
"Marshall","KY",60258,50,"White",26,5819,446.81216703901
"Marshall","MN",65977,68,"White",13,1785,728.291316526611
"Marshall","MS",50787,19,"Black or African American",52,4348,1195.95216191352
"Marshall","MS",50787,19,"White",34,4284,793.650793650794
"Marshall","OK",54354,30,"White",17,2666,637.659414853713
"Marshall","TN",59363,47,"Black or African American",13,552,2355.07246376812
"Marshall","TN",59363,47,"White",56,5862,955.305356533606
"Marshall","WV",55403,33,"White",39,6135,635.696821515892
"Martin","FL",83168,92,"White",106,16956,625.147440434065
"Martin","FL",83168,92,"Black or African American",39,2508,1555.02392344498
"Martin","IN",56639,37,"White",19,2424,783.828382838284
"Martin","KY",40475,2,"White",21,2653,791.55672823219
"Martin","MN",65669,67,"White",17,4035,421.313506815366
"Martin","NC",49879,16,"White",21,2458,854.353132628153
"Martin","NC",49879,16,"Black or African American",27,2354,1146.98385726423
"Martin","TX",88622,94,"White",12,1462,820.793433652531
"Mason","IL",57245,39,"White",24,2645,907.372400756144
"Mason","KY",59549,47,"White",32,3717,860.909335485607
"Mason","MI",57579,40,"White",28,5198,538.668718737976
"Mason","WA",64977,65,"White",54,9582,563.556668753914
"Mason","WV",48714,13,"White",36,5145,699.708454810496
"Massac","IL",56238,35,"White",15,2849,526.500526500526
"Matagorda","TX",58652,44,"Black or African American",15,1266,1184.83412322275
"Matagorda","TX",58652,44,"White",43,8264,520.329138431752
"Maui","HI",88438,94,"White",57,12373,460.680514022468
"Maury","TN",63571,61,"White",91,16142,563.746747614918
"Maury","TN",63571,61,"Black or African American",38,2969,1279.89221960256
"Maverick","TX",52479,24,"White",86,17607,488.442096893281
"Mayes","OK",54970,32,"White",44,6038,728.718118582312
"McClain","OK",71929,80,"White",66,6232,1059.05006418485
"McCormick","SC",54621,31,"Black or African American",19,986,1926.97768762677
"McCracken","KY",65626,67,"White",72,11309,636.661066407286
"McCracken","KY",65626,67,"Black or African American",26,2463,1055.62322371092
"McCreary","KY",29650,1,"White",37,4077,907.530046602894
"McCulloch","TX",55385,33,"White",17,1731,982.09127671866
"McCurtain","OK",45845,7,"White",44,5118,859.710824540836
"McCurtain","OK",45845,7,"Black or African American",11,1120,982.142857142857
"McDonald","MO",49479,15,"White",59,5499,1072.92234951809
"McDonough","IL",56277,35,"White",25,4634,539.490720759603
"McDowell","NC",47650,11,"White",55,8321,660.978247806754
"McDowell","WV",35686,1,"White",59,4160,1418.26923076923
"McDuffie","GA",50252,17,"Black or African American",45,2738,1643.53542731921
"McDuffie","GA",50252,17,"White",17,2643,643.208475217556
"McHenry","IL",94999,96,"Black or African American",12,1252,958.466453674121
"McHenry","IL",94999,96,"White",281,63731,440.915723902026
"McIntosh","GA",58389,43,"Black or African American",14,1074,1303.53817504655
"McIntosh","OK",49243,14,"White",37,2216,1669.67509025271
"McKenzie","ND",108624,99,"White",12,1304,920.245398773006
"McKinley","NM",42845,4,"White",25,3028,825.627476882431
"McLean","IL",81734,92,"Black or African American",62,4466,1388.26690550828
"McLean","IL",81734,92,"White",207,29216,708.515881708653
"McLean","KY",54262,29,"White",13,2192,593.065693430657
"McLennan","TX",61340,53,"White",318,46814,679.28397487931
"McLennan","TX",61340,53,"Black or African American",160,11680,1369.86301369863
"McLeod","MN",68474,74,"White",34,8022,423.834455248068
"McMinn","TN",50591,18,"White",52,9975,521.303258145363
"McNairy","TN",46660,9,"White",31,4921,629.953261532209
"McPherson","KS",69924,77,"White",40,6032,663.129973474801
"Meade","KY",62614,58,"White",25,6246,400.256163944925
"Meade","SD",63418,60,"White",35,5975,585.774058577406
"Mecklenburg","NC",86220,94,"White",665,142373,467.082944097547
"Mecklenburg","NC",86220,94,"Black or African American",919,76836,1196.05393305222
"Mecklenburg","VA",51848,22,"Black or African American",40,2539,1575.42339503742
"Mecklenburg","VA",51848,22,"White",17,3163,537.46443250079
"Mecosta","MI",53934,29,"White",60,7360,815.217391304348
"Medina","OH",85239,93,"Black or African American",10,854,1170.96018735363
"Medina","OH",85239,93,"White",138,33074,417.246175243394
"Medina","TX",73950,83,"White",54,9769,552.768963046371
"Meeker","MN",69637,77,"White",23,5233,439.51844066501
"Meigs","OH",52529,24,"White",32,4571,700.06563115292
"Meigs","TN",48476,13,"White",18,2286,787.40157480315
"Menard","IL",75258,85,"White",11,2268,485.008818342152
"Mendocino","CA",61508,54,"White",121,16210,746.452806909315
"Menifee","KY",44144,5,"White",11,1194,921.273031825796
"Menominee","MI",53558,27,"White",13,3633,357.830993669144
"Merced","CA",61146,52,"Black or African American",32,3494,915.855752718947
"Merced","CA",61146,52,"White",358,64696,553.357240014839
"Mercer","KY",57933,41,"White",26,4358,596.603946764571
"Mercer","NJ",106676,98,"Black or African American",333,21393,1556.58392932268
"Mercer","NJ",106676,98,"White",249,48234,516.233362358502
"Mercer","OH",67088,70,"White",49,9927,493.603304120077
"Mercer","PA",60123,49,"Black or African American",35,2082,1681.07588856868
"Mercer","PA",60123,49,"White",131,18977,690.309321810613
"Mercer","WV",50333,17,"Black or African American",11,1362,807.635829662261
"Mercer","WV",50333,17,"White",87,11907,730.66263542454
"Meriwether","GA",51456,21,"White",17,2837,599.224532957349
"Meriwether","GA",51456,21,"Black or African American",22,2372,927.487352445194
"Merrimack","NH",82988,92,"White",139,25107,553.630461624248
"Mesa","CO",65444,67,"White",163,30346,537.138337836947
"Metcalfe","KY",44701,6,"White",13,2394,543.024227234754
"Miami","IN",57153,39,"White",54,6940,778.097982708934
"Miami","KS",76918,87,"White",38,6904,550.405561993048
"Miami","OH",66602,69,"White",107,20651,518.134715025907
"Miami-Dade","FL",69069,75,"Black or African American",1465,141918,1032.28624980623
"Miami-Dade","FL",69069,75,"White",1605,410142,391.327881562971
"Middlesex","CT",103141,98,"Black or African American",23,2227,1032.77952402335
"Middlesex","CT",103141,98,"White",103,25559,402.989162330295
"Middlesex","MA",118522,99,"White",941,254512,369.727164141573
"Middlesex","MA",118522,99,"Black or African American",164,23390,701.154339461308
"Middlesex","NJ",100694,98,"White",524,103159,507.953741311955
"Middlesex","NJ",100694,98,"Black or African American",177,24017,736.977973935129
"Middlesex","VA",68407,74,"White",10,1135,881.057268722467
"Midland","MI",76355,86,"White",93,15566,597.455993832712
"Midland","TX",103206,98,"White",196,35365,554.220274282483
"Midland","TX",103206,98,"Black or African American",32,3244,986.436498150432
"Mifflin","PA",52819,25,"White",99,10088,981.363996827914
"Milam","TX",56874,38,"Black or African American",10,811,1233.04562268804
"Milam","TX",56874,38,"White",34,5060,671.936758893281
"Millard","UT",63599,61,"White",19,3415,556.368960468521
"Miller","AR",52033,23,"Black or African American",38,3328,1141.82692307692
"Miller","AR",52033,23,"White",57,7370,773.405698778833
"Miller","MO",55457,33,"White",34,5482,620.211601605254
"Mills","IA",77550,88,"White",15,3004,499.334221038615
"Milwaukee","WI",62382,57,"Black or African American",1491,93497,1594.70357337669
"Milwaukee","WI",62382,57,"White",852,142844,596.454873848394
"Mineral","WV",46325,8,"White",43,5285,813.623462630085
"Mingo","WV",46154,8,"White",58,6081,953.790494984378
"Minidoka","ID",60276,50,"White",45,5712,787.81512605042
"Minnehaha","SD",70037,77,"White",214,38326,558.367687731566
"Minnehaha","SD",70037,77,"Black or African American",41,4022,1019.39333664843
"Missaukee","MI",52293,23,"White",14,3087,453.514739229025
"Mississippi","AR",48636,13,"Black or African American",70,5667,1235.22145756132
"Mississippi","AR",48636,13,"White",60,7333,818.219009954998
"Mississippi","MO",45313,7,"White",18,2262,795.755968169761
"Mississippi","MO",45313,7,"Black or African American",12,1025,1170.73170731707
"Missoula","MT",65088,66,"White",88,19513,450.981397017373
"Mitchell","GA",41748,3,"Black or African American",40,3343,1196.53006281783
"Mitchell","GA",41748,3,"White",17,2582,658.404337722696
"Mitchell","IA",63901,62,"White",12,2192,547.445255474453
"Mitchell","NC",50742,19,"White",15,2608,575.153374233129
"Mobile","AL",59663,48,"Black or African American",580,42708,1358.05937997565
"Mobile","AL",59663,48,"White",384,57353,669.537774833051
"Modoc","CA",50463,18,"White",12,1455,824.742268041237
"Moffat","CO",66438,69,"White",17,3261,521.3124808341
"Mohave","AZ",52925,25,"White",246,33686,730.273704209464
"Moniteau","MO",59656,48,"White",25,3739,668.627975394491
"Monmouth","NJ",117722,99,"Black or African American",133,12513,1062.89458962679
"Monmouth","NJ",117722,99,"White",339,103455,327.678700884442
"Mono","CA",74086,84,"White",21,2770,758.12274368231
"Monongalia","WV",69405,76,"Black or African American",18,973,1849.94861253854
"Monongalia","WV",69405,76,"White",93,15238,610.316314476965
"Monroe","AL",40617,2,"White",17,2566,662.509742790335
"Monroe","AL",40617,2,"Black or African American",27,2605,1036.46833013436
"Monroe","AR",44005,5,"Black or African American",11,1034,1063.82978723404
"Monroe","FL",86618,94,"Black or African American",13,1500,866.666666666667
"Monroe","FL",86618,94,"White",49,10885,450.16077170418
"Monroe","GA",75368,85,"White",26,3890,668.380462724936
"Monroe","GA",75368,85,"Black or African American",24,1367,1755.66934893928
"Monroe","IL",91803,96,"White",31,6314,490.972442191954
"Monroe","IN",63694,61,"White",135,20541,657.222141083686
"Monroe","MI",69824,77,"Black or African American",16,1343,1191.36262099777
"Monroe","MI",69824,77,"White",156,28613,545.206724216265
"Monroe","MS",49416,15,"White",46,5359,858.369098712446
"Monroe","MS",49416,15,"Black or African American",38,2976,1276.88172043011
"Monroe","NY",72464,81,"White",570,109015,522.86382607898
"Monroe","NY",72464,81,"Black or African American",500,38078,1313.09417511424
"Monroe","OH",52242,23,"White",14,2837,493.479027141347
"Monroe","PA",72178,81,"White",140,21960,637.52276867031
"Monroe","PA",72178,81,"Black or African American",50,5033,993.443274389032
"Monroe","TN",50343,17,"White",68,8948,759.94635672776
"Monroe","WI",62376,57,"White",80,10226,782.319577547428
"Monroe","WV",48339,12,"White",10,2468,405.186385737439
"Montague","TX",59864,48,"White",23,4371,526.195378631892
"Montcalm","MI",52785,25,"White",76,13461,564.594012331922
"Monterey","CA",83797,93,"Black or African American",20,3730,536.193029490617
"Monterey","CA",83797,93,"White",561,107261,523.023279663624
"Montezuma","CO",53541,27,"White",31,4165,744.297719087635
"Montgomery","AL",63847,62,"Black or African American",453,34659,1307.01982169134
"Montgomery","AL",63847,62,"White",112,21310,525.574847489442
"Montgomery","AR",47323,10,"White",10,1698,588.928150765607
"Montgomery","GA",51922,22,"White",12,1436,835.654596100279
"Montgomery","IA",53404,27,"White",17,2075,819.277108433735
"Montgomery","IL",58678,44,"White",32,5610,570.409982174688
"Montgomery","IN",60551,51,"White",62,8549,725.231021172067
"Montgomery","KS",53811,28,"White",57,6833,834.18703351383
"Montgomery","KY",52142,23,"White",61,6176,987.694300518135
"Montgomery","MD",135849,100,"White",591,143608,411.536961729152
"Montgomery","MD",135849,100,"Black or African American",497,54262,915.926431019867
"Montgomery","MO",50988,19,"White",18,2523,713.436385255648
"Montgomery","MS",44963,6,"White",10,1093,914.913083257091
"Montgomery","MS",44963,6,"Black or African American",30,1489,2014.77501678979
"Montgomery","NC",50710,18,"White",32,4617,693.090751570284
"Montgomery","NC",50710,18,"Black or African American",27,1376,1962.20930232558
"Montgomery","NY",58346,43,"White",61,10179,599.273013066117
"Montgomery","OH",61666,54,"White",497,86007,577.859941632658
"Montgomery","OH",61666,54,"Black or African American",460,35887,1281.80120935158
"Montgomery","PA",111253,99,"White",623,132902,468.766459496471
"Montgomery","PA",111253,99,"Black or African American",226,17823,1268.02446277282
"Montgomery","TN",62738,58,"Black or African American",140,12005,1166.18075801749
"Montgomery","TN",62738,58,"White",220,38966,564.594774931992
"Montgomery","TX",100283,97,"White",547,98723,554.075544705894
"Montgomery","TX",100283,97,"Black or African American",54,5419,996.49381804761
"Montgomery","VA",69883,77,"White",70,13815,506.695620702135
"Montour","PA",75623,86,"White",54,3566,1514.30173864274
"Montrose","CO",55363,33,"White",46,8211,560.224089635854
"Moore","NC",70724,79,"White",75,13369,560.999326800808
"Moore","NC",70724,79,"Black or African American",39,3268,1193.39045287638
"Moore","TX",62384,57,"White",40,6485,616.80801850424
"Morgan","AL",60488,51,"Black or African American",55,3948,1393.11043566363
"Morgan","AL",60488,51,"White",161,21276,756.721188193269
"Morgan","CO",62657,58,"White",52,7451,697.892900281841
"Morgan","GA",69562,76,"White",13,2503,519.376747902517
"Morgan","IL",62249,56,"White",33,6141,537.371763556424
"Morgan","IN",70333,78,"White",95,14893,637.883569462163
"Morgan","KY",45357,7,"White",21,2641,795.153351003408
"Morgan","MO",47400,10,"White",34,4433,766.974960523348
"Morgan","OH",49702,15,"White",14,2714,515.84377302874
"Morgan","TN",53557,27,"White",33,3876,851.393188854489
"Morgan","UT",96515,97,"White",10,2598,384.911470361817
"Morgan","WV",56298,36,"White",20,2827,707.463742483198
"Morris","NJ",138890,100,"Black or African American",28,3368,831.353919239905
